prefecture-level city,Prefecture level city code,year,Local general public budget expenditures_Ten thousand yuan_Citywide,science and technology expenditure_Ten thousand yuan_Citywide,Scientific and technological level
Xining City,630100,2013,2075698,16641,0.00801706
Xining City,630100,2014,2481367,18640,0.00751199
Xining City,630100,2015,2800252,19770,0.00706008
Xining City,630100,2016,2878050,14999,0.00521151
Xining City,630100,2017,2883747,15715,0.00544951
Xining City,630100,2018,2974766,23608,0.00793609
Xining City,630100,2019,3280436,20169,0.00614827
Xining City,630100,2020,3295111,22940,0.00696183
Xining City,630100,2021,3438044,23510,0.00683819
Haidong City,630200,2013,1530640,4901,0.00320193
Haidong City,630200,2014,1802504,4649,0.00257919
Haidong City,630200,2015,2084092,6794,0.00325993
Haidong City,630200,2016,2054107,4941,0.00240542
Haidong City,630200,2017,1978609,4475,0.00226169
Haidong City,630200,2018,2160078,3625,0.00167818
Haidong City,630200,2019,2469180,5279,0.00213796
Haidong City,630200,2020,1411021,3237,0.00229408
Haidong City,630200,2021,2009836,3205,0.00159466
Yinchuan City,640100,2003,190634,394,0.00206679
Yinchuan City,640100,2004,236567,592,0.00250246
Yinchuan City,640100,2005,276850,528,0.00190717
Yinchuan City,640100,2006,361239,550,0.00152254
Yinchuan City,640100,2007,484708,4941,0.01019377
Yinchuan City,640100,2008,630430,6318,0.01002173
Yinchuan City,640100,2009,724989,10554,0.01455746
Yinchuan City,640100,2010,1199157,11625,0.00969431
Yinchuan City,640100,2011,1472515,22605,0.01535129
Yinchuan City,640100,2012,1867446,32391,0.01734508
Yinchuan City,640100,2013,2205311,39013,0.01769048
Yinchuan City,640100,2014,2639036,37980,0.01439162
Yinchuan City,640100,2015,3092658,32510,0.01051199
Yinchuan City,640100,2016,3310717,49503,0.01495235
Yinchuan City,640100,2017,3418283,82161,0.02403575
Yinchuan City,640100,2018,3632756,98630,0.02715019
Yinchuan City,640100,2019,3464668,87788,0.02533807
Yinchuan City,640100,2020,3323605,64469,0.01939731
Yinchuan City,640100,2021,2916915,77888,0.02670218
Shizuishan City,640200,2003,85970,161,0.00187275
Shizuishan City,640200,2004,96488,178,0.00184479
Shizuishan City,640200,2005,149331,298,0.00199557
Shizuishan City,640200,2006,179114,489,0.0027301
Shizuishan City,640200,2007,223651,820,0.00366643
Shizuishan City,640200,2008,317339,1582,0.00498521
Shizuishan City,640200,2009,418398,1338,0.00319791
Shizuishan City,640200,2010,613332,1891,0.00308316
Shizuishan City,640200,2011,650265,1864,0.00286652
Shizuishan City,640200,2012,777124,3897,0.00501464
Shizuishan City,640200,2013,832957,7067,0.00848423
Shizuishan City,640200,2014,790531,6537,0.00826913
Shizuishan City,640200,2015,801685,6582,0.00821021
Shizuishan City,640200,2016,877721,6923,0.00788747
Shizuishan City,640200,2017,926740,9144,0.00986685
